explainethics60.py, false
explainethics138.py, true
explainethics89.py, false
explainethics48.py, true
explainethics7.py, false
explainethics102.py, true
explainethics143.py, true
explainethics11.py, true
explainethics132.py, false
explainethics100.py, false
explainethics1.py, false
explainethics136.py, false
explainethics6.py, true
explainethics101.py, true
explainethics88.py, true
explainethics16.py, true
explainethics137.py, true
explainethics57.py, true
explainethics46.py, false
explainethics112.py, false
explainethics17.py, false
explainethics124.py, false
explainethics77.py, true
explainethics131.py, true
explainethics29.py, true
explainethics37.py, true
explainethics67.py, true
explainethics140.py, false
explainethics54.py, false
explainethics119.py, true
explainethics105.py, false
explainethics96.py, false
explainethics22.py, true
explainethics65.py, false
explainethics0.py, true
explainethics144.py, false
explainethics106.py, false
explainethics15.py, false
explainethics23.py, false
explainethics76.py, false
explainethics93.py, true
explainethics69.py, false
explainethics50.py, true
explainethics116.py, true
explainethics19.py, false
explainethics10.py, false
explainethics38.py, true
explainethics42.py, true
explainethics123.py, false
explainethics107.py, true
explainethics130.py, true
explainethics125.py, true
explainethics66.py, false
explainethics78.py, false
explainethics117.py, false
explainethics126.py, false
explainethics98.py, true
explainethics49.py, false
explainethics33.py, true
explainethics35.py, true
explainethics115.py, true
explainethics3.py, false
explainethics135.py, true
explainethics28.py, false
explainethics99.py, false
explainethics142.py, false
explainethics63.py, false
explainethics0.py, true
